"show_id","Languages"
"s1773","Saami"
"s1773","North"
"s4470","Japanese"
"s4478","Telugu"
"s3376","Spanish"
"s3381","German"
"s3381","Hebrew"
"s3381","Yiddish"
"s7814","English"
"s3388","English"
"s3388","Chinese"
"s3388","Cantonese"
"s3388","Mandarin"
"s1831","Arabic"
"s3392","English"
"s4490","English"
"s4496","English"
"s4498","English"
"s4501","English"
"s4501","French"
"s4501","Indonesian"
"s4501","Cantonese"
"s3400","English"
"s3400","Afrikaans"
"s1848","Welsh"
"s1848","English"
"s4513","Basque"
"s4513","Spanish"
"s4515","English"
"s4516","Indonesian"
"s3436","Japanese"
"s1908","Korean"
"s3464","Hindi"
"s3471","Korean"
"s4577","Punjabi"
"s4590","English"
"s4406","English"
"s4406","Portuguese"
"s4351","English"
"s4351","Russian"
"s4351","Vietnamese"
"s4351","Polish"
"s4353","English"
"s4354","English"
"s4356","Italian"
"s7677","Mandarin; English; Arabic"
"s4367","Spanish"
"s4370","English"
"s4375","Indonesian"
"s1748","English"
"s4416","English"
"s4384","French"
"s4385","English"
"s4388","English"
"s4388","Portuguese"
"s4395","Tamil"
"s1754","English"
"s1770","Korean"
"s4875","English"
"s3866","Korean"
"s4847","English"
"s7832","Korean"
"s7832","Dutch"
"s4848","Spanish"
"s4849","Korean"
"s7280","English"
"s8647","English"
"s4866","English"
"s4868","English"
"s3837","Spanish"
"s945","English; Mandarin"
"s8138","Hindi"
"s8627","English"
"s4992","Japanese"
"s4994","English"
"s4994","Japanese"
"s4995","Korean"
"s6320","Galician"
"s6320","Spanish"
"s7034","Korean"
"s3972","Japanese"
"s7650","English"
"s7650","French"
"s1160","Spanish"
"s3978","Spanish"
"s3983","Spanish"
"s3983","English"
"s5001","English"
"s4979","Spanish"
"s4981","English"
"s4007","Spanish"
"s4007","Catalan"
"s4014","English"
"s4014","Portuguese"
"s4014","Malay"
"s4014","Somali"
"s4029","English"
"s4064","Japanese"
"s4065","Spanish"
"s4065","Portuguese"
"s4065","Paraguayan GuaranÃ­"
"s4067","Spanish"
"s6158","English"
"s752","Hindi"
"s2416","English"
"s4808","English"
"s4810","English"
"s634","Polish"
"s4818","French"
"s6533","English"
"s660","Thai"
"s662","French"
"s680","Thai"
"s3741","Hindi"
"s4826","Hindi"
"s4832","English"
"s2450","Japanese"
"s4842","English"
"s4842","French"
"s6821","Hindi"
"s538","Japanese"
"s4781","English"
"s4781","Italian"
"s4784","Spanish"
"s7473","English"
"s7473","Polish"
"s4752","English"
"s4759","English"
"s4764","Japanese"
"s3659","Marathi"
"s3693","English"
"s3696","English"
"s3696","French"
"s5093","Japanese"
"s4213","English"
"s4213","Icelandic"
"s1378","Scottish Gaelic"
"s1378","English"
"s1378","French"
"s1378","Scots"
"s4163","English"
"s4163","Taiwanese Mandarin"
"s4164","English"
"s7009","English"
"s5070","English"
"s5074","English"
"s3023","Assamese"
"s4193","Korean"
"s3029","English"
"s3029","French"
"s5083","English"
"s4208","Spanish"
"s4208","Hebrew"
"s3056","Japanese"
"s4222","Tamil"
"s5043","English"
"s5044","Georgian"
"s4125","Spanish"
"s6606","Mandarin"
"s4083","Spanish"
"s2891","English"
"s4092","Japanese"
"s4092","Korean"
"s1289","English"
"s1289","Spanish"
"s5049","English"
"s1304","English"
"s5036","English"
"s5038","English"
"s1310","English"
"s4100","English"
"s4117","Spanish"
"s2927","English"
"s7289","Danish"
"s1584","Korean"
"s4317","German"
"s4321","English"
"s4321","Japanese"
"s3084","Korean"
"s3084","English"
"s3086","English"
"s4242","Chinese"
"s4242","Mandarin"
"s4244","Japanese"
"s4327","Korean"
"s4253","Spanish"
"s4257","English"
"s4258","Hindi"
"s3092","Spanish"
"s7043","English"
"s4268","English"
"s4268","French"
"s4328","Korean"
"s4284","Hindi"
"s4285","English"
"s3125","Bengali"
"s4309","Korean"
"s4309","Japanese"
"s4310","English"
"s4312","English"
"s1556","French"
"s4709","Spanish"
"s4712","English"
"s4716","Japanese"
"s4716","Cantonese"
"s4716","Mandarin"
"s4677","English"
"s4677","Japanese"
"s4677","Hindi"
"s4677","Spanish"
"s4677","French"
"s4677","Chinese"
"s4677","Korean"
"s4677","German"
"s4677","Portuguese"
"s4677","Italian"
"s4678","Spanish"
"s6332","English"
"s4719","English"
"s7405","English"
"s6259","Russian"
"s4690","Norwegian"
"s4690","Swedish"
"s4690","Finnish"
"s260","Nepali"
"s4697","English"
"s4705","English"
"s4742","Japanese"
"s4743","Japanese"
"s3933","Tamil"
"s7362","Hindi"
"s3887","Spanish"
"s4908","English"
"s4913","English"
"s4919","Korean"
"s2654","Polish"
"s2661","Spanish"
"s1007","Hindi"
"s4926","French"
"s2683","Filipino"
"s4930","French"
"s7674","English"
"s90","Hindi"
"s90","English"
"s90","Telugu"
"s90","Tamil"
"s5278","English"
"s5286","English"
"s5259","English"
"s5263","Japanese"
"s5270","English"
"s4636","Arabic"
"s4636","Lebanese Arabic"
"s7926","Bengali"
"s6760","English"
"s8090","English"
"s5289","Vietnamese"
"s5289","Taiwanese Mandarin"
"s5290","English"
"s5290","Taiwanese Mandarin"
"s5298","Japanese"
"s5303","English"
"s5306","Spanish"
"s5306","English"
"s5314","Spanish"
"s5232","Japanese"
"s7243","English"
"s7243","Hindi"
"s7243","Mandarin"
"s5211","English"
"s5211","Spanish"
"s4540","English"
"s7796","English"
"s7796","Hindi"
"s4507","Bengali"
"s6602","Hindi"
"s8577","Mandarin"
"s3463","Korean"
"s8027","Spanish"
"s4565","Hindi"
"s4565","Urdu"
"s4604","Punjabi"
"s5250","Spanish"
"s4403","German"
"s5181","English"
"s3216","English"
"s3216","Hindi"
"s3216","French"
"s3216","Telugu"
"s3216","Korean"
"s3216","Turkish"
"s3216","Cantonese"
"s3216","Mandarin"
"s1648","Filipino"
"s8108","Korean"
"s5155","Japanese"
"s1662","Korean"
"s5159","English"
"s5160","English"
"s4373","Hindi"
"s8468","Korean"
"s4380","Mandarin"
"s4390","Japanese"
"s6484","English"
"s5176","English"
"s5178","Korean"
"s7015","English; Spanish"
"s912","English"
"s912","Hindi"
"s5495","English"
"s5471","English"
"s5476","English"
"s5476","Hindi"
"s5476","Urdu"
"s5476","Hindustani"
"s5477","Japanese"
"s5480","English"
"s6442","Urdu"
"s4886","Hindi"
"s4886","Korean"
"s4887","Malayalam"
"s7347","Gujarati"
"s4998","Norwegian"
"s4045","Korean"
"s7376","Italian"
"s6390","Hindi"
"s6573","Taiwanese Mandarin"
"s5976","Icelandic"
"s5567","English"
"s5570","Japanese"
"s7007","English"
"s7007","Dutch"
"s4022","Tagalog"
"s4022","Filipino"
"s5579","English"
"s5440","Korean"
"s5416","Korean"
"s5416","English"
"s2349","English"
"s5429","English"
"s5429","Italian"
"s3745","French"
"s4828","Spanish"
"s4830","Spanish"
"s4831","English"
"s4831","Hindi"
"s6645","English"
"s5436","Korean"
"s2453","Korean"
"s2454","Korean"
"s8506","Korean"
"s4841","Thai"
"s518","Japanese"
"s8015","Italian"
"s5368","English"
"s5375","Spanish"
"s5375","English"
"s3677","English"
"s3677","French"
"s3677","Chinese"
"s3677","German"
"s3677","Italian"
"s3677","Danish"
"s3677","Wolof"
"s4777","Hebrew"
"s6554","Malayalam"
"s8572","Malayalam"
"s5089","Hindi"
"s5089","Telugu"
"s5089","Tamil"
"s6113","English"
"s4216","English"
"s4216","Taiwanese Mandarin"
"s5071","Japanese"
"s5076","English"
"s5076","Spanish"
"s4191","Tamil"
"s4196","Indonesian"
"s4207","Spanish"
"s4207","English"
"s3053","Korean"
"s3064","Korean"
"s3067","English"
"s3075","Korean"
"s3077","Korean"
"s4224","Japanese"
"s7142","Punjabi"
"s7365","Bengali"
"s1338","English"
"s1338","Bengali"
"s5023","Korean"
"s5026","Spanish"
"s5592","English"
"s5592","Spanish"
"s5032","Korean"
"s5051","Hungarian"
"s5052","Korean"
"s7441","Korean"
"s2911","English"
"s4112","Spanish"
"s8235","English"
"s8235","German"
"s8235","Hebrew"
"s6093","Hindi"
"s7239","English"
"s7239","Hindi"
"s7239","Punjabi"
"s7740","Hindi"
"s5104","English"
"s5104","French"
"s6202","English"
"s6202","Swedish"
"s3102","English"
"s3102","Japanese"
"s3102","French"
"s5120","Korean"
"s1527","Filipino"
"s5139","Polish"
"s5144","Georgian"
"s6301","Hindi"
"s5346","English"
"s4679","Spanish"
"s5318","English"
"s5318","German"
"s5318","Russian"
"s7292","Russian"
"s5322","English"
"s5328","Japanese"
"s6160","Hindi"
"s4937","Spanish"
"s2632","Korean"
"s5521","English"
"s5522","English"
"s5524","English"
"s5525","English"
"s1037","English"
"s7132","Russian"
"s4950","English"
"s4950","Swedish"
"s8511","Russian"
"s8425","Spanish"
"s7851","English"
"s6080","Korean"
"s105","Korean"
"s3537","Urdu"
"s8288","English"
"s1954","Turkish"
"s5268","English"
"s5801","English"
"s154","Russian"
"s154","English"
"s2061","English"
"s5309","English"
"s5309","French"
"s5309","Italian"
"s5309","Hungarian"
"s5312","Chinese"
"s3448","English"
"s3359","Korean"
"s5740","French"
"s5744","Spanish"
"s4500","Cantonese"
"s4500","Mandarin"
"s3417","Korean"
"s5224","Turkish"
"s1909","Japanese"
"s3474","Korean"
"s4586","Punjabi"
"s4616","Urdu"
"s5249","Norwegian"
"s6488","English"
"s8763","Gujarati"
"s5777","Dutch"
"s1745","English"
"s5708","English"
"s5709","English"
"s5154","English"
"s3322","English"
"s4381","Spanish"
"s5720","English"
"s8208","Portuguese"
"s3342","Japanese"
"s5188","Spanish"
"s5189","English"
"s5189","Arabic"
"s5190","German"
"s5190","Swedish"
"s3849","Malay"
"s2467","English"
"s844","Japanese"
"s7215","Thai"
"s8059","Thai"
"s6647","English"
"s6647","Korean"
"s5487","English"
"s5487","German"
"s5487","Czech"
"s4899","French"
"s5502","French"
"s5503","French"
"s5508","Catalan; Spanish; French"
"s4044","English"
"s4972","English"
"s4972","Dutch"
"s6757","Italian"
"s8614","Korean"
"s4983","Japanese"
"s4984","Swedish"
"s7397","English"
"s7397","Hindi"
"s5021","Hindi"
"s2334","English"
"s651","Portuguese"
"s656","Romanian"
"s7893","Thai"
"s7350","Thai"
"s7566","Marathi"
"s5459","Korean"
"s5465","Danish"
"s5466","Chinese"
"s7761","English"
"s7761","Korean"
"s511","English"
"s7514","Hindi"
"s8033","English"
"s8033","Mongolian"
"s8033","Mandarin"
"s5829","English"
"s6336","English"
"s7377","Japanese"
"s591","Japanese"
"s6771","Korean"
"s5403","Spanish"
"s5412","Spanish"
"s5090","Malay"
"s5642","Persian"
"s5625","French"
"s7992","Russian"
"s7992","Hebrew"
"s5872","English"
"s4195","Indonesian"
"s7671","Korean; English"
"s8028","English"
"s5865","English"
"s5865","Japanese"
"s5865","Mandarin"
"s5593","Korean"
"s5598","Spanish"
"s5602","Korean"
"s1322","Spanish"
"s8109","Portuguese"
"s5055","English"
"s5683","Russian"
"s5683","English"
"s5683","Romanian"
"s5683","Slovenian"
"s6792","Spanish"
"s5685","Taiwanese Mandarin"
"s3179","English"
"s3179","Nigerian Pidgin (NaijÃ¡)"
"s8325","English"
"s3085","English"
"s5656","English"
"s1507","English"
"s5660","English"
"s5662","English"
"s5663","English"
"s3128","Korean"
"s3200","Korean"
"s5147","Arabic"
"s2161","English"
"s7673","English"
"s7673","Thai"
"s7673","Cantonese"
"s7673","Burmese"
"s7673","Lao"
"s7673","Mandarin"
"s204","Hindi"
"s5808","Japanese"
"s5810","Korean; English"
"s7724","Malay"
"s7824","Mandarin; Japanese"
"s329","English"
"s5353","Taiwanese Mandarin"
"s6281","English"
"s5826","Spanish"
"s1087","English"
"s5853","American Sign Language"
"s5540","Spanish"
"s8293","English"
"s8293","Portuguese"
"s5532","French"
"s5538","Korean"
"s8392","Hindi"
"s6220","Spanish"
"s5857","Japanese"
"s6956","English"
"s6319","English"
"s7332","French"
"s6872","Italian"
"s6872","Neapolitan language"
"s6872","Neapolitan dialect"
"s8685","Korean"
"s6431","Thai"
"s2050","English"
"s2050","Tagalog"
"s2050","Filipino"
"s5261","Arabic"
"s5261","French"
"s5261","Moroccan Arabic"
"s8559","English"
"s8559","Early Modern English"
"s142","English"
"s155","Japanese"
"s6051","Dutch"
"s6357","Dutch"
"s5889","English"
"s6888","Hindi"
"s8113","Italian"
"s8113","French"
"s8113","Romani"
"s5764","Korean"
"s5779","Hindi"
"s5185","Malay"
"s3231","Arabic"
"s7669","English"
"s5886","English"
"s3328","English"
"s3847","Malay"
"s3848","Malay"
"s8576","Korean"
"s8796","Japanese"
"s7701","Spanish; Bube; Pichinglis; Aragonese"
"s1149","Korean"
"s5568","English"
"s1212","Turkish"
"s7160","Marathi"
"s8714","Hindi"
"s7538","English"
"s7985","Ukrainian"
"s7985","Russian"
"s816","English"
"s816","French"
"s816","German"
"s816","Latin"
"s816","Finnish"
"s5842","Chinese"
"s5842","English"
"s5842","Cantonese"
"s523","Korean"
"s523","English"
"s536","English"
"s5903","English"
"s5903","German"
"s6874","Turkish"
"s8120","Danish"
"s3695","English"
"s6981","Urdu"
"s8648","Marathi"
"s8103","English"
"s4070","Filipino"
"s2882","Korean"
"s5590","Portuguese"
"s7102","Korean"
"s8483","English"
"s4105","Danish"
"s6547","Marathi"
"s5619","Hindi"
"s6455","Punjabi"
"s5687","English"
"s5687","French"
"s5687","German"
"s4255","Hebrew"
"s4280","Japanese"
"s3127","Hindi"
"s5665","German"
"s1619","English"
"s5140","Malay"
"s6668","Punjabi"
"s7448","Spanish"
"s7448","Catalan"
"s3613","Korean"
"s6083","Spanish"
"s258","Tamil"
"s258","Telugu"
"s258","Malayalam"
"s5365","French"
"s7344","English"
"s7344","French"
"s3894","English"
"s3952","Tamil"
"s6548","Turkish"
"s6751","Turkish"
"s7047","Thai"
"s1983","Telugu"
"s1983","Tamil"
"s1987","Telugu"
"s1987","Tamil"
"s6188","Latin"
"s6188","English"
"s6188","French"
"s51","Hindi"
"s6654","English"
"s6654","Urdu"
"s6654","Pashto"
"s3424","Turkish"
"s4564","Hindi"
"s4573","Punjabi"
"s5926","English"
"s5926","French"
"s5926","Swahili"
"s5926","Lingala"
"s5923","Norwegian"
"s5923","English"
"s6023","Kannada"
"s7889","Punjabi"
"s6127","English"
"s4040","English"
"s4040","Tagalog"
"s4040","Filipino"
"s8497","English"
"s8497","Spanish"
"s8497","Danish"
"s7916","Turkish"
"s8575","Thai"
"s5016","English"
"s8125","Hindi"
"s753","English"
"s8117","English"
"s8117","French"
"s8117","German"
"s3738","Japanese"
"s3738","English"
"s2451","Japanese"
"s2275","Hindi"
"s7481","Korean"
"s8116","Hebrew"
"s7226","Norwegian"
"s4071","English"
"s4071","Tagalog"
"s4071","Filipino"
"s8404","Javanese"
"s8404","Indonesian"
"s8404","Finnish"
"s4290","English"
"s1544","English"
"s1612","English"
"s4336","Hindi"
"s3607","English"
"s2126","Arabic"
"s339","Japanese"
"s339","English"
"s2176","Japanese"
"s8750","Turkish"
"s7296","Turkish"
"s3923","Turkish"
"s6659","Portuguese"
"s6659","English"
"s125","Indonesian"
"s125","Korean"
"s125","Japanese"
"s125","English"
"s125","Spanish"
"s125","Turkish"
"s125","Chinese"
"s125","Russian"
"s125","Vietnamese"
"s125","Portuguese"
"s125","Thai"
"s7721","Thai"
"s5294","English"
"s5294","Japanese"
"s1785","English"
"s1785","Tagalog"
"s1785","Filipino"
"s4497","Telugu; Malayalam"
"s6169","Hindi"
"s3326","English"
"s3271","Korean"
"s3271","English"
"s3271","Tamil"
"s6866","Japanese"
"s8680","Hindi"
"s8680","Tamil"
"s8680","Telugu"
"s8680","English"
"s6636","English"
"s7103","Hindi"
"s2292","Hindi"
"s7354","English"
"s7391","English"
"s7391","Korean"
"s7391","Catalan"
"s7391","Cantonese"
"s7391","Mandarin"
"s5936","Swedish"
"s5936","Danish"
"s5936","English"
"s7631","English"
"s6856","English"
"s6856","Tagalog"
"s6856","Filipino"
"s7792","Marathi"
"s1570","Arabic"
"s1603","Filipino"
"s303","Portuguese"
"s7217","Malay"
"s6095","1250â€“3000 native languages"
"s3924","Turkish"
"s2065","Danish"
"s4504","English"
"s4504","French"
"s5748","English"
"s5748","Japanese"
"s5770","Russian"
"s6426","English"
"s6426","Spanish"
"s4447","Tamil"
"s2504","Tamil"
"s2504","Telugu"
"s7349","English"
"s7349","Korean"
"s7349","Indonesian"
"s5384","Mandarin"
"s2267","Tamil"
"s7549","English"
"s7549","Chinese"
"s425","English"
"s425","Hindi"
"s5388","French"
"s5393","English"
"s6157","Mandarin"
"s7060","English"
"s7780","English"
"s1350","Spanish"
"s4079","Filipino; English"
"s5871","Russian"
"s5676","Korean"
"s3615","Korean"
"s205","Hindi"
"s4736","Hindi"
"s7224","Norwegian"
"s2718","English"
"s2718","Hindi"
"s2718","Tamil"
"s2718","Telugu"
"s7308","English"
"s7308","Scots"
"s1675","English"
"s860","Arabic"
"s6057","Persian"
"s6057","English"
"s5915","English"
"s3761","Indonesian"
"s3761","Malay"
"s3761","English"
"s3761","Malaysian"
"s3665","Japanese"
"s3665","English"
"s1422","French"
"s1422","English"
"s7774","English"
"s1258","Japanese"
"s6734","Marathi"
"s6839","Italian"
"s4278","Mandarin-English"
"s1540","English"
"s1540","Japanese"
"s4330","English"
"s4330","Chinese"
"s4330","Cantonese"
"s4330","Mandarin"
"s7628","English"
"s7628","Japanese"
"s356","English"
"s7099","English"
"s7352","Nepali"
"s1017","Hindi"
"s1017","English"
"s1017","Hinglish"
"s1017","Urdu"
"s1929","Japanese"
"s5806","Mandarin"
"s8516","English"
"s8516","Russian"
"s6277","Turkish"
"s6908","Marathi"
"s7833","Marathi"
"s599","Italian"
"s599","English"
"s610","English"
"s5875","Cantonese"
"s5875","English"
"s5875","Mandarin"
"s5097","Japanese"
"s5097","English"
"s2916","Afrikaans"
"s8166","Spanish"
"s1509","English"
"s8593","English"
"s6664","Taiwanese Mandarin"
"s2503","Arabic"
"s2503","Hebrew"
"s2503","Egyptian Arabic"
"s2518","Korean"
"s2518","Indonesian"
"s2518","English"
"s7022","English"
"s6058","English"
"s6058","Hebrew"
"s6058","Yiddish"
"s1523","English"
"s1523","Hindi"
"s1523","Tamil"
"s1523","Malayalam"
"s1523","Malay"
"s1523","Cantonese"
"s1523","Mandarin"
"s1523","Malaysian Sign Language"
"s314","Taiwanese"
"s314","Mandarin"
"s7811","Indonesian"
"s7811","Taiwanese Mandarin"
"s7811","Taiwanese"
"s7811","Mandarin"
"s6749","English"
"s3224","Russian"
"s3224","German"
"s3224","English"
"s8000","Hindi"
"s4839","English"
"s4839","French"
"s5982","English"
"s5387","English"
"s5387","Mandarin"
"s8044","English"
"s8044","Spanish"
"s8308","English"
"s8308","Cantonese"
"s8308","Mandarin"
"s5633","German"
"s323","Korean"
"s208","Hindi"
"s2181","Japanese"
"s1946","Hindi"
"s5299","Japanese"
"s4872","German"
"s5957","Danish"
"s513","French"
"s513","English"
"s3651","Cantonese"
"s4471","Chinese"
"s4471","Catalan"
"s4471","Cantonese"
"s3352","Spanish"
"s8397","German"
"s8397","English"
"s804","Japanese"
"s3069","Spanish"
"s7769","English"
"s4108","Hindi"
"s1549","English"
"s3134","Tamil"
"s2731","Hindi"
"s8048","Hindi"
"s1423","Hindi"
"s7773","English"
"s7387","Hindi"
"s320","Taiwanese Mandarin"
"s320","Mandarin"
"s4651","Korean"
"s8014","Japanese"
"s8014","English"
"s2319","French"
"s7841","Spanish"
"s7841","English"
"s7240","Cantonese"
"s7240","Mandarin"
"s3264","English"
"s3264","Mandarin"
"s7711","Spanish"
"s7913","English"
"s2733","English"
"s2733","Hindi"
"s2733","Punjabi"
"s2733","Gujarati"
"s2733","Urdu"
"s2070","f origin: Latin language"
"s3277","Mandarin"
"s6489","Portuguese"
"s6489","English"
"s4109","Hindi"
"s6610","Italian"
"s6610","English"
"s6610","Spanish"
"s6610","Korean"
"s6610","German"
"s6610","Icelandic"
"s6611","Hindi"
"s658","English"
"s206","Hindi"
"s6544","Chinese"
"s6544","Hindi"
"s6544","Mandarin"
"s7746","Spanish"
"s5463","Hindi"
"s27","Hindi"
"s27","Telugu"
"s27","Tamil"
"s23","Hindi"
"s23","Telugu"
"s23","Tamil"
"s7786","Hindi"
"s7901","English"
"s7901","Cantonese"
"s7901","Mandarin"
"s6247","Hindi"
"s6247","Urdu"
"s2362","Arabic"
"s7184","Hindi"
"s814","English"
"s814","French"
"s5482","Hindi"
"s6457","English"
"s1823","French"
"s6348","English"
"s4245","English"
"s5305","Hindi"
"s8524","English"
"s7879","English"
"s6706","Spanish"
"s304","Spanish"
"s7074","English"
"s7074","Sinhala"
"s1863","Hindi"
"s1863","English"
"s1863","Urdu"
"s7558","Hindi"
"s7945","Hindi"
"s7882","English"
"s7161","Hindi"
"s7189","Hindi"
"s8143","Cantonese"
"s6675","Spanish"
"s5613","German"
"s5304","Hindi"
"s7059","French"
"s7059","Italian"
"s7059","Hungarian"
"s6702","English"
"s6702","Cantonese"
"s4551","English"
"s4551","German"
"s7225","Hindi"
"s6032","Nadsat"
"s6032","English"
"s2369","Arabic"
"s2369","Egyptian Arabic"
"s2376","Arabic"
